local,data,hora,lat,long,umidade,t_ex,t1,t2,t3,t4,t5,t6,t7,t8,data_hora,temp,anormal,temp_faixa
1,01/08/2023,00:09:30,-18.918173,-48.230431,47.418488,25.892607,24.409178,24.427492,24.427492,24.427549,24.427597,24.427624,24.423851,24.415396,2023-01-08 00:09:30,4.0,0,"(3.8, 5.7]"
1,01/08/2023,00:19:30,-18.918213,-48.230457,47.540405,25.869171,24.345068,24.364992,24.364992,24.365047,24.365095,24.365124,24.35923,24.351067,2023-01-08 00:19:30,4.0,0,"(3.8, 5.7]"
1,01/08/2023,00:29:30,-18.91828,-48.230495,47.464645,25.812103,24.2691,24.302492,24.297718,24.280001,24.270069,24.26536,24.271393,24.273392,2023-01-08 00:29:30,4.0,0,"(3.8, 5.7]"
1,01/08/2023,00:39:30,-18.918213,-48.230446,47.419193,25.660603,24.214598,24.221876,24.217857,24.204088,24.19779,24.205063,24.211004,24.215107,2023-01-08 00:39:30,4.0,0,"(3.8, 5.7]"
1,01/08/2023,00:49:30,-18.918257,-48.230518,47.535355,25.644939,24.157568,24.172058,24.175756,24.176691,24.176956,24.177114,24.167929,24.163687,2023-01-08 00:49:30,3.170969875000001,1,"(1.9, 3.8]"
1,01/08/2023,00:59:30,-18.918217,-48.230457,47.424244,25.609079,24.105696,24.110462,24.112822,24.112764,24.113394,24.113768,24.114016,24.111784,2023-01-08 00:59:30,3.111838249999998,1,"(1.9, 3.8]"
1,01/08/2023,01:09:30,-18.918148,-48.230434,47.166668,25.467169,24.052874,24.076948,24.078533,24.071951,24.066198,24.063461,24.061649,24.058916,2023-01-08 01:09:30,3.06631625,1,"(1.9, 3.8]"
1,01/08/2023,01:29:30,-18.918207,-48.230446,47.060608,25.347979,23.907673,23.865898,23.865425,23.885593,23.89698,23.904247,23.908215,23.910673,2023-01-08 01:29:30,6.893088000000002,1,"(5.7, 7.6]"
1,01/08/2023,01:49:30,-18.9182,-48.230469,47.198654,25.221865,23.829494,23.864086,23.835478,23.844212,23.838732,23.839207,23.838253,23.833361,2023-01-08 01:49:30,6.840352874999997,1,"(5.7, 7.6]"
1,01/08/2023,01:59:30,-18.918207,-48.230457,47.658249,25.133989,23.771097,23.797962,23.800322,23.800545,23.798977,23.787207,23.780117,23.775558,2023-01-08 01:59:30,5.788973124999998,1,"(5.7, 7.6]"
1,01/08/2023,02:09:30,-18.91819,-48.23048,47.929295,25.103027,23.732166,23.739992,23.739992,23.740042,23.738815,23.738766,23.738731,23.737022,2023-01-08 02:09:30,5.738190750000001,1,"(5.7, 7.6]"
1,01/08/2023,02:19:30,-18.918167,-48.230473,47.772728,24.945959,23.673876,23.677492,23.677492,23.677542,23.677591,23.67762,23.676373,23.676208,2023-01-08 02:19:30,5.676774250000001,1,"(3.8, 5.7]"
1,01/08/2023,02:29:30,-18.918207,-48.230438,47.848484,24.985348,23.598013,23.614992,23.614992,23.615042,23.615091,23.61512,23.610353,23.602388,2023-01-08 02:29:30,5.610748874999999,1,"(3.8, 5.7]"
1,01/08/2023,02:39:30,-18.918173,-48.230495,48.0,24.869034,23.55077,23.556116,23.554228,23.553684,23.553442,23.553299,23.553204,23.553015,2023-01-08 02:39:30,4.0,0,"(3.8, 5.7]"
1,01/08/2023,02:49:30,-18.918179,-48.23048,48.010101,24.774738,23.489531,23.489992,23.489992,23.49004,23.490089,23.490118,23.490137,23.490152,2023-01-08 02:49:30,4.0,0,"(3.8, 5.7]"
1,01/08/2023,02:59:30,-18.918188,-48.230465,48.055557,24.771557,23.427452,23.427492,23.433134,23.431822,23.430779,23.430159,23.429749,23.429459,2023-01-08 02:59:30,4.0,0,"(3.8, 5.7]"
1,01/08/2023,03:09:30,-18.918207,-48.230453,48.126263,24.692413,23.392834,23.42568,23.426624,23.42697,23.421425,23.409664,23.402159,23.396824,2023-01-08 03:09:30,4.0,0,"(3.8, 5.7]"
1,01/08/2023,03:19:30,-18.918167,-48.230453,48.78788,24.623249,23.339699,23.364086,23.35935,23.359333,23.360626,23.357834,23.351202,23.345041,2023-01-08 03:19:30,4.0,0,"(3.8, 5.7]"
1,01/08/2023,03:29:30,-18.918163,-48.230461,48.964645,24.556545,23.279409,23.30068,23.301624,23.30197,23.294937,23.290592,23.290531,23.283625,2023-01-08 03:29:30,4.0,0,"(3.8, 5.7]"
1,01/08/2023,03:39:30,-18.918232,-48.230473,49.0,24.459585,23.231535,23.239994,23.239992,23.240038,23.240088,23.23707,23.237463,23.237864,2023-01-08 03:39:30,4.0,0,"(3.8, 5.7]"
1,01/08/2023,03:49:30,-18.918182,-48.230465,49.0,24.370188,23.176821,23.177494,23.177057,23.177254,23.177376,23.177448,23.177496,23.17705,2023-01-08 03:49:30,3.1772494999999985,1,"(1.9, 3.8]"
1,01/08/2023,03:59:30,-18.918249,-48.230484,49.429295,24.358578,23.125263,23.160284,23.156658,23.143578,23.136347,23.132055,23.129213,23.127193,2023-01-08 03:59:30,3.138823875,1,"(1.9, 3.8]"
1,01/08/2023,04:09:30,-18.918253,-48.230469,49.78788,24.231787,23.060553,23.113182,23.083307,23.073656,23.068533,23.065321,23.063194,23.061684,2023-01-08 04:09:30,3.073678749999999,1,"(1.9, 3.8]"
1,01/08/2023,04:19:30,-18.918188,-48.230473,50.0,24.161606,23.024042,23.046154,23.043812,23.046831,23.046423,23.042793,23.035463,23.028929,2023-01-08 04:19:30,3.039305875,1,"(1.9, 3.8]"
1,01/08/2023,04:49:30,-18.918213,-48.230534,50.025253,24.064293,22.859268,22.864088,22.864557,22.86475,22.864662,22.864777,22.86429,22.864428,2023-01-08 04:49:30,6.8638525,1,"(5.7, 7.6]"
1,01/08/2023,04:59:30,-18.918192,-48.230457,50.196968,24.000982,22.80266,22.802494,22.802492,22.802536,22.802588,22.802616,22.802635,22.80265,2023-01-08 04:59:30,6.802583875,1,"(5.7, 7.6]"
1,01/08/2023,05:09:30,-18.918177,-48.230503,50.959595,23.884333,22.75226,22.801588,22.78817,22.771713,22.764534,22.759594,22.756323,22.753998,2023-01-08 05:09:30,5.7685224999999996,1,"(5.7, 7.6]"
1,01/08/2023,05:19:30,-18.918152,-48.230515,50.989899,23.876221,22.683764,22.71282,22.702232,22.6938,22.689064,22.687099,22.685659,22.684635,2023-01-08 05:19:30,5.692384125000004,1,"(3.8, 5.7]"
1,01/08/2023,05:29:30,-18.918173,-48.230484,51.0,23.787882,22.659037,22.676588,22.677057,22.677248,22.677372,22.67626,22.67285,22.665367,2023-01-08 05:29:30,5.672722375000003,1,"(3.8, 5.7]"
1,01/08/2023,05:39:30,-18.918188,-48.230537,51.0,23.700504,22.597799,22.614994,22.614992,22.611895,22.612534,22.601734,22.601763,22.600458,2023-01-08 05:39:30,5.607021125000003,1,"(3.8, 5.7]"
1,01/08/2023,05:49:30,-18.918161,-48.230495,51.035355,23.630278,22.543085,22.552494,22.552492,22.552534,22.552586,22.552616,22.552494,22.550722,2023-01-08 05:49:30,4.0,0,"(3.8, 5.7]"
1,01/08/2023,05:59:30,-18.918175,-48.230495,51.398991,23.595968,22.480164,22.489994,22.481312,22.465488,22.470951,22.474869,22.476761,22.478708,2023-01-08 05:59:30,4.0,0,"(3.8, 5.7]"
1,01/08/2023,06:09:30,-18.918182,-48.230503,51.959595,23.648977,22.444178,22.485464,22.473499,22.470625,22.460108,22.454205,22.449734,22.446554,2023-01-08 06:09:30,4.0,0,"(3.8, 5.7]"
1,01/08/2023,06:19:30,-18.918253,-48.230671,52.0,23.527782,22.384834,22.38311,22.396242,22.394997,22.399523,22.396786,22.391457,22.387667,2023-01-08 06:19:30,4.0,0,"(3.8, 5.7]"
1,01/08/2023,06:29:30,-18.918201,-48.230499,52.010101,23.388887,22.343695,22.364994,22.364992,22.365032,22.365084,22.362402,22.353027,22.34853,2023-01-08 06:29:30,4.0,0,"(3.8, 5.7]"
1,01/08/2023,06:39:30,-18.918186,-48.230476,52.303032,23.317158,22.289612,22.302494,22.302492,22.302532,22.302584,22.302612,22.301929,22.296144,2023-01-08 06:39:30,4.0,0,"(3.8, 5.7]"
1,01/08/2023,06:49:30,-18.918163,-48.230503,53.414143,23.323236,22.230795,22.25811,22.249107,22.246023,22.244545,22.24367,22.24309,22.238462,2023-01-08 06:49:30,4.0,0,"(3.8, 5.7]"
1,01/08/2023,06:59:30,-18.918222,-48.230507,54.0,23.26008,22.182604,22.218254,22.197891,22.190943,22.187572,22.185574,22.18425,22.183308,2023-01-08 06:59:30,3.1912994999999995,1,"(1.9, 3.8]"
1,01/08/2023,07:09:30,-18.918224,-48.230507,54.464645,23.172194,22.139675,22.125864,22.144939,22.154413,22.159725,22.154408,22.147791,22.143085,2023-01-08 07:09:30,3.146237500000005,1,"(1.9, 3.8]"
1,01/08/2023,07:19:30,-18.918175,-48.230503,54.989899,23.058088,22.102322,22.114994,22.112389,22.113317,22.113806,22.114096,22.114147,22.109488,2023-01-08 07:19:30,3.1118198749999983,1,"(1.9, 3.8]"
1,01/08/2023,07:29:30,-18.918159,-48.230511,55.0,23.07575,22.054869,22.052494,22.05987,22.058523,22.057259,22.056339,22.05559,22.055176,2023-01-08 07:29:30,3.0562649999999962,1,"(1.9, 3.8]"
1,01/08/2023,07:39:30,-18.918154,-48.230495,54.994949,23.033321,22.020041,22.050682,22.051624,22.051958,22.048117,22.037876,22.030111,22.024347,2023-01-08 07:39:30,3.039344500000002,1,"(1.9, 3.8]"
1,01/08/2023,08:09:30,-18.918104,-48.230457,55.116161,22.947468,21.877573,21.924776,21.916206,21.898703,21.890165,21.885098,21.881741,21.879356,2023-01-08 08:09:30,6.894202249999999,1,"(5.7, 7.6]"
