local,data,hora,lat,long,umidade,t_ex,t1,t2,t3,t4,t5,t6,t7,t8,data_hora,temp,anormal,temp_faixa
1,01/11/2023,18:19:00,-18.918224,-48.230515,52.819588,28.809711,27.489994,27.699953,27.684994,27.676661,27.734159,27.793327,27.635826,27.578228,2023-01-11 18:19:00,5.661642750000002,1,"(3.8, 5.7]"
1,01/11/2023,18:29:00,-18.918167,-48.230503,53.933784,28.541752,27.686661,27.531984,27.52416,27.572493,27.665827,27.605827,27.507494,27.61166,2023-01-11 18:29:00,4.0,0,"(3.8, 5.7]"
1,01/11/2023,18:39:00,-18.9182,-48.23053,54.0,28.393171,27.66416,27.660891,27.645826,27.614994,27.625826,27.552494,27.534994,27.550827,2023-01-11 18:39:00,5.606251499999999,1,"(3.8, 5.7]"
1,01/11/2023,18:49:00,-18.918179,-48.230488,53.519524,28.297724,27.689159,27.588625,27.543327,27.578327,27.588327,27.59416,27.712494,27.721661,2023-01-11 18:49:00,5.6270099999999985,1,"(3.8, 5.7]"
1,01/11/2023,18:59:00,-18.918165,-48.23053,52.524616,28.211926,27.315826,27.569094,27.51416,27.44416,27.427494,27.423326,27.418327,27.369993,2023-01-11 18:59:00,4.0,0,"(3.8, 5.7]"
1,01/11/2023,19:09:00,-18.918152,-48.230465,51.837013,28.076414,27.477493,27.251711,27.241659,27.289991,27.324993,27.390827,27.412493,27.479994,2023-01-11 19:09:00,4.0,0,"(3.8, 5.7]"
1,01/11/2023,19:19:00,-18.918159,-48.230518,51.923599,28.039722,27.478327,27.481203,27.607494,27.714161,27.737494,27.68166,27.668327,27.659161,2023-01-11 19:19:00,5.628478375000004,1,"(3.8, 5.7]"
1,01/11/2023,19:29:00,-18.918165,-48.230572,52.003395,27.922832,27.280825,27.425539,27.46916,27.447493,27.489994,27.439993,27.337494,27.309994,2023-01-11 19:29:00,4.0,0,"(3.8, 5.7]"
1,01/11/2023,19:39:00,-18.918135,-48.230522,51.560272,27.772442,27.080826,27.187258,27.177492,27.147491,26.979992,26.929159,27.018326,27.091658,2023-01-11 19:39:00,3.0765252499999995,1,"(1.9, 3.8]"
1,01/11/2023,19:49:00,-18.918127,-48.230503,51.463497,27.626905,27.054159,27.033937,27.006659,26.927492,26.954992,26.991659,27.039158,27.015825,2023-01-11 19:49:00,3.002985125000002,1,"(1.9, 3.8]"
1,01/11/2023,19:59:00,-18.918108,-48.230495,51.286926,27.472921,26.559158,26.907961,26.787493,26.675825,26.700825,26.654158,26.621658,26.586658,2023-01-11 19:59:00,5.686716999999998,1,"(3.8, 5.7]"
1,01/11/2023,20:09:00,-18.918125,-48.230553,51.852291,27.314173,26.669992,26.499758,26.569992,26.564159,26.532492,26.549992,26.552492,26.583324,2023-01-11 20:09:00,4.0,0,"(3.8, 5.7]"
1,01/11/2023,20:19:00,-18.918119,-48.230515,51.852291,27.255514,26.945826,26.646242,26.629158,26.676659,26.659159,26.701658,26.874159,26.925825,2023-01-11 20:19:00,5.757335749999999,1,"(5.7, 7.6]"
1,01/11/2023,20:29:00,-18.918076,-48.230598,52.772495,27.175793,26.424992,26.861086,26.819992,26.802492,26.769991,26.645824,26.597492,26.496658,2023-01-11 20:29:00,5.677315874999998,1,"(3.8, 5.7]"
1,01/11/2023,20:39:00,-18.918135,-48.23061,54.336193,26.925957,25.857492,26.330812,26.299158,26.196659,26.054304,26.052492,25.989159,25.833324,2023-01-11 20:39:00,3.076674999999998,1,"(1.9, 3.8]"
1,01/11/2023,20:49:00,-18.9181,-48.23053,56.517826,26.612852,25.693325,25.753664,25.677492,25.665825,25.730825,25.708324,25.644991,25.677492,2023-01-11 20:49:00,5.693992250000001,1,"(3.8, 5.7]"
1,01/11/2023,20:59:00,-18.918091,-48.230579,59.027164,26.430752,25.365826,25.659914,25.646658,25.584991,25.491659,25.466658,25.427492,25.397491,2023-01-11 20:59:00,4.0,0,"(3.8, 5.7]"
1,02/08/2023,00:09:32,-18.918207,-48.23045,49.586555,26.031092,24.534073,24.552492,24.55163,24.551414,24.550055,24.545191,24.536631,24.531382,2023-02-08 00:09:32,4.0,0,"(3.8, 5.7]"
1,02/08/2023,00:19:32,-18.918196,-48.23045,49.641415,26.025753,24.497005,24.549774,24.531225,24.51716,24.510292,24.506214,24.503515,24.498224,2023-02-08 00:19:32,4.0,0,"(3.8, 5.7]"
1,02/08/2023,00:29:32,-18.918167,-48.230446,49.459595,25.929283,24.436504,24.489992,24.478273,24.460939,24.452894,24.447948,24.444534,24.442106,2023-02-08 00:29:32,4.0,0,"(3.8, 5.7]"
1,02/08/2023,00:39:32,-18.918163,-48.230492,49.348484,25.837854,24.398729,24.424774,24.418812,24.421556,24.417818,24.417292,24.410046,24.40357,2023-02-08 00:39:32,4.0,0,"(3.8, 5.7]"
1,02/08/2023,00:49:32,-18.918177,-48.230469,49.303032,25.752989,24.327076,24.364992,24.353706,24.34507,24.335546,24.339039,24.334736,24.330593,2023-02-08 00:49:32,4.0,0,"(3.8, 5.7]"
1,02/08/2023,00:59:32,-18.91818,-48.230419,49.217171,25.675753,24.288355,24.302492,24.302492,24.302547,24.300257,24.30076,24.299967,24.295069,2023-02-08 00:59:32,4.0,0,"(3.8, 5.7]"
1,02/08/2023,01:09:32,-18.918154,-48.230503,49.025253,25.629793,24.231958,24.239992,24.239992,24.240047,24.240095,24.239447,24.238874,24.236542,2023-02-08 01:09:32,4.0,0,"(3.8, 5.7]"
1,02/08/2023,01:19:32,-18.918224,-48.23045,49.065655,25.493423,24.140524,24.177492,24.154922,24.143301,24.147621,24.153572,24.149067,24.144178,2023-02-08 01:19:32,3.151334625000004,1,"(1.9, 3.8]"
1,02/08/2023,01:29:32,-18.918137,-48.230518,48.984848,25.434877,24.109274,24.114992,24.114992,24.115047,24.115095,24.115124,24.115143,24.112265,2023-02-08 01:29:32,3.113991500000001,1,"(1.9, 3.8]"
1,02/08/2023,01:39:32,-18.918192,-48.23048,49.060608,25.36517,24.05361,24.070608,24.062908,24.059395,24.057695,24.056686,24.055595,24.054581,2023-02-08 01:39:32,3.0588847500000043,1,"(1.9, 3.8]"
1,02/08/2023,01:49:32,-18.91818,-48.23045,49.035355,25.309607,23.989847,24.038904,24.018204,24.008595,24.003698,24.000452,23.998726,23.997499,2023-02-08 01:49:32,3.0069906250000003,1,"(1.9, 3.8]"
1,02/08/2023,02:09:32,-18.918186,-48.230457,49.045456,25.236382,23.865585,23.865898,23.871069,23.86904,23.868069,23.867493,23.867111,23.866838,2023-02-08 02:09:32,6.867637875,1,"(5.7, 7.6]"
1,02/08/2023,02:19:32,-18.918184,-48.230484,49.005051,25.16213,23.808872,23.80068,23.810305,23.817955,23.815136,23.812614,23.810946,23.809759,2023-02-08 02:19:32,6.810783375,1,"(5.7, 7.6]"
1,02/08/2023,02:29:32,-18.918171,-48.230518,49.272728,25.097969,23.753527,23.801586,23.801189,23.784849,23.773254,23.761631,23.758017,23.755447,2023-02-08 02:29:32,5.773687500000001,1,"(5.7, 7.6]"
1,02/08/2023,02:39:32,-18.91818,-48.230476,49.984848,24.952986,23.701969,23.739086,23.739124,23.737474,23.726273,23.716747,23.710157,23.705471,2023-02-08 02:39:32,5.722037624999999,1,"(5.7, 7.6]"
1,02/08/2023,02:49:32,-18.918192,-48.230488,50.005051,24.892424,23.639786,23.677492,23.677492,23.676687,23.66271,23.653908,23.648079,23.643333,2023-02-08 02:49:32,5.659935875000002,1,"(3.8, 5.7]"
1,02/08/2023,02:59:32,-18.918186,-48.230469,50.050507,24.830282,23.592962,23.614992,23.614992,23.615042,23.614666,23.614273,23.606693,23.598896,2023-02-08 02:59:32,5.609064500000002,1,"(3.8, 5.7]"
1,02/08/2023,03:09:32,-18.918186,-48.230465,50.010101,24.808073,23.535198,23.552492,23.552492,23.552542,23.552591,23.552452,23.545462,23.541454,2023-02-08 03:09:32,4.0,0,"(3.8, 5.7]"
1,02/08/2023,03:19:32,-18.9182,-48.230438,50.10606,24.696953,23.489635,23.489992,23.489992,23.49004,23.490089,23.490118,23.490137,23.490152,2023-02-08 03:19:32,4.0,0,"(3.8, 5.7]"
1,02/08/2023,03:29:32,-18.918152,-48.230438,50.81818,24.579283,23.422401,23.428398,23.427925,23.427826,23.427803,23.427788,23.427637,23.425604,2023-02-08 03:29:32,4.0,0,"(3.8, 5.7]"
1,02/08/2023,03:39:32,-18.918188,-48.23045,50.989899,24.573235,23.351589,23.364992,23.364992,23.36504,23.365089,23.364948,23.364996,23.358648,2023-02-08 03:39:32,4.0,0,"(3.8, 5.7]"
1,02/08/2023,03:49:32,-18.918159,-48.230438,50.994949,24.45252,23.29698,23.30521,23.306398,23.305109,23.304502,23.303972,23.299963,23.300364,2023-02-08 03:49:32,4.0,0,"(3.8, 5.7]"
1,02/08/2023,03:59:32,-18.918221,-48.230465,51.0,24.402016,23.242792,23.289812,23.269506,23.259445,23.254969,23.252314,23.250273,23.243282,2023-02-08 03:59:32,4.0,0,"(3.8, 5.7]"
1,02/08/2023,04:09:32,-18.918184,-48.230438,51.0,24.326786,23.198496,23.23637,23.238256,23.232618,23.219467,23.211155,23.205509,23.201496,2023-02-08 04:09:32,4.0,0,"(3.8, 5.7]"
1,02/08/2023,04:19:32,-18.91818,-48.230438,51.025253,24.273741,23.127052,23.169342,23.160999,23.145288,23.137623,23.133072,23.130762,23.128759,2023-02-08 04:19:32,3.1416121250000018,1,"(1.9, 3.8]"
1,02/08/2023,04:29:32,-18.9182,-48.230488,51.121212,24.190413,23.088858,23.114994,23.108915,23.107332,23.107435,23.106649,23.100498,23.094078,2023-02-08 04:29:32,3.1035948749999953,1,"(1.9, 3.8]"
1,02/08/2023,04:39:32,-18.91819,-48.230484,51.353535,24.149477,23.026041,23.052494,23.052492,23.040836,23.036007,23.032124,23.034197,23.031216,2023-02-08 04:39:32,3.0381758750000003,1,"(1.9, 3.8]"
1,02/08/2023,05:09:32,-18.918207,-48.23048,52.0,24.005068,22.859163,22.864994,22.864992,22.865036,22.865088,22.862913,22.862602,22.860212,2023-02-08 05:09:32,6.863125,1,"(5.7, 7.6]"
1,02/08/2023,05:19:32,-18.918221,-48.23045,52.0,23.952026,22.810658,22.807928,22.828533,22.821657,22.819168,22.815826,22.813616,22.812042,2023-02-08 05:19:32,6.8161784999999995,1,"(5.7, 7.6]"
1,02/08/2023,05:29:32,-18.91819,-48.230465,52.0,23.858089,22.737846,22.743616,22.737389,22.736324,22.737322,22.737913,22.738306,22.738585,2023-02-08 05:29:32,5.738412624999999,1,"(5.7, 7.6]"
1,02/08/2023,05:39:32,-18.918154,-48.230457,52.010101,23.806046,22.690708,22.714632,22.722197,22.713207,22.704159,22.698788,22.695091,22.692583,2023-02-08 05:39:32,5.703920625000002,1,"(5.7, 7.6]"
1,02/08/2023,05:49:32,-18.918167,-48.230492,52.090908,23.741407,22.649776,22.676588,22.677057,22.660982,22.662916,22.657969,22.657366,22.65477,2023-02-08 05:49:32,5.662177999999997,1,"(3.8, 5.7]"
1,02/08/2023,05:59:32,-18.918207,-48.23048,52.131313,23.709097,22.591486,22.614994,22.614992,22.615034,22.61466,22.61105,22.604015,22.597446,2023-02-08 05:59:32,5.6079596249999994,1,"(3.8, 5.7]"
1,02/08/2023,06:09:32,-18.91819,-48.23053,52.848484,23.718693,22.538666,22.549776,22.551189,22.551678,22.551947,22.547873,22.53898,22.540367,2023-02-08 06:09:32,4.0,0,"(3.8, 5.7]"
1,02/08/2023,06:19:32,-18.918188,-48.230492,53.0,23.516666,22.489212,22.489994,22.489992,22.490032,22.490084,22.490112,22.490133,22.489906,2023-02-08 06:19:32,4.0,0,"(3.8, 5.7]"
1,02/08/2023,06:29:32,-18.918188,-48.230434,53.0,23.51108,22.433971,22.488182,22.461346,22.449791,22.444164,22.440825,22.438612,22.434874,2023-02-08 06:29:32,4.0,0,"(3.8, 5.7]"
1,02/08/2023,06:39:32,-18.918144,-48.230495,53.025253,23.413122,22.379784,22.426588,22.427057,22.407839,22.396971,22.390688,22.386248,22.382248,2023-02-08 06:39:32,4.0,0,"(3.8, 5.7]"
1,02/08/2023,06:49:32,-18.918236,-48.230488,53.0,23.381317,22.318232,22.362276,22.33461,22.329357,22.335321,22.331575,22.326845,22.320471,2023-02-08 06:49:32,4.0,0,"(3.8, 5.7]"
1,02/08/2023,06:59:32,-18.91818,-48.230473,53.0,23.287388,22.270252,22.302494,22.302492,22.302532,22.300457,22.288385,22.280251,22.274469,2023-02-08 06:59:32,4.0,0,"(3.8, 5.7]"
1,02/08/2023,07:09:32,-18.918192,-48.23048,53.126263,23.184349,22.237213,22.239994,22.239992,22.240028,22.240082,22.240112,22.239008,22.238462,2023-02-08 07:09:32,4.0,0,"(3.8, 5.7]"
1,02/08/2023,07:19:32,-18.918196,-48.23048,53.494949,23.19091,22.177765,22.181116,22.180096,22.179241,22.178858,22.178629,22.178337,22.178009,2023-02-08 07:19:32,3.179006375,1,"(1.9, 3.8]"
1,02/08/2023,07:29:32,-18.918203,-48.230484,53.39394,23.067156,22.106741,22.125864,22.120634,22.11874,22.117846,22.117315,22.116962,22.114185,2023-02-08 07:29:32,3.1172858750000003,1,"(1.9, 3.8]"
1,02/08/2023,07:39:32,-18.918203,-48.230461,53.21212,23.042921,22.033089,22.052494,22.052492,22.052528,22.051945,22.043297,22.042076,22.038679,2023-02-08 07:39:32,3.0458250000000007,1,"(1.9, 3.8]"
1,02/10/2023,00:03:52,-18.918177,-48.23048,93.6521,24.425282,24.367493,24.362274,24.364992,24.364992,24.364992,24.364992,24.364992,24.364992,2023-02-10 00:03:52,4.0,0,"(3.8, 5.7]"
1,02/10/2023,00:13:52,-18.918163,-48.230457,94.025253,24.422266,24.364992,24.364992,24.364992,24.364992,24.369158,24.365826,24.364992,24.364992,2023-02-10 00:13:52,4.0,0,"(3.8, 5.7]"
1,02/10/2023,00:23:52,-18.91818,-48.230499,93.803032,24.400017,24.302492,24.348688,24.337492,24.344158,24.342491,24.352491,24.364992,24.338326,2023-02-10 00:23:52,4.0,0,"(3.8, 5.7]"
1,02/10/2023,00:33:52,-18.918148,-48.230473,93.626259,24.375238,24.262491,24.299774,24.302492,24.302492,24.291658,24.298325,24.301659,24.293325,2023-02-10 00:33:52,4.0,0,"(3.8, 5.7]"
1,02/10/2023,00:43:52,-18.918163,-48.230522,91.843437,24.318119,24.114992,24.258108,24.244991,24.263325,24.269991,24.236658,24.142492,24.114992,2023-02-10 00:43:52,4.0,0,"(3.8, 5.7]"
1,02/10/2023,00:53:52,-18.918139,-48.230541,92.282829,24.240398,24.082491,24.111368,24.114992,24.114992,24.115826,24.119991,24.118324,24.114992,2023-02-10 00:53:52,3.1116220000000006,1,"(1.9, 3.8]"
1,02/10/2023,01:13:52,-18.9182,-48.230484,94.414139,23.907104,23.786659,23.836006,23.776659,23.739992,23.696659,23.724159,23.739992,23.787493,2023-02-10 01:13:52,5.760952375000002,1,"(5.7, 7.6]"
1,02/10/2023,01:23:52,-18.918163,-48.230492,95.0,23.874783,23.802492,23.752674,23.741659,23.739992,23.743324,23.784159,23.800825,23.802492,2023-02-10 01:23:52,5.770952125000001,1,"(5.7, 7.6]"
1,02/10/2023,01:33:52,-18.918167,-48.230495,95.0,23.83634,23.777493,23.764448,23.767492,23.774158,23.802492,23.802492,23.802492,23.800825,2023-02-10 01:33:52,5.786486500000002,1,"(5.7, 7.6]"
1,02/10/2023,01:43:52,-18.918144,-48.230515,94.732323,23.829763,23.739992,23.739992,23.744158,23.754992,23.792492,23.770824,23.765825,23.740826,2023-02-10 01:43:52,5.756137625000001,1,"(5.7, 7.6]"
1,02/10/2023,01:53:52,-18.91814,-48.230499,94.151512,23.821142,23.748325,23.752674,23.789991,23.759993,23.739992,23.739992,23.739992,23.739992,2023-02-10 01:53:52,5.751368875000001,1,"(5.7, 7.6]"
1,02/10/2023,02:03:52,-18.918139,-48.230415,93.28788,23.79944,23.654158,23.739992,23.727491,23.704159,23.739992,23.735825,23.690825,23.677492,2023-02-10 02:03:52,5.708741749999998,1,"(5.7, 7.6]"
1,02/10/2023,02:13:52,-18.91814,-48.230465,93.590912,23.70203,23.459158,23.609558,23.614992,23.582491,23.557491,23.552492,23.534159,23.499159,2023-02-10 02:13:52,4.0,0,"(3.8, 5.7]"
1,02/10/2023,02:23:52,-18.91818,-48.230488,94.989899,23.635309,23.489992,23.450136,23.494991,23.547491,23.531658,23.490826,23.457491,23.489992,2023-02-10 02:23:52,4.0,0,"(3.8, 5.7]"
1,02/10/2023,02:33:52,-18.918144,-48.23048,95.0,23.613106,23.436659,23.502674,23.493324,23.494158,23.490826,23.531658,23.547491,23.491659,2023-02-10 02:33:52,4.0,0,"(3.8, 5.7]"
1,02/10/2023,02:43:52,-18.918167,-48.230503,95.0,23.577246,23.469992,23.420246,23.427492,23.411659,23.405825,23.423325,23.427492,23.453325,2023-02-10 02:43:52,4.0,0,"(3.8, 5.7]"
1,02/10/2023,02:53:52,-18.918148,-48.230518,95.0,23.565603,23.488325,23.448326,23.429993,23.409992,23.427492,23.429159,23.472492,23.479992,2023-02-10 02:53:52,4.0,0,"(3.8, 5.7]"
1,02/10/2023,03:03:52,-18.918119,-48.230515,95.0,23.58884,23.481659,23.48184,23.489992,23.474159,23.469992,23.428326,23.431658,23.438326,2023-02-10 03:03:52,4.0,0,"(3.8, 5.7]"
1,02/10/2023,03:13:52,-18.918207,-48.230499,95.0,23.542942,23.427492,23.438362,23.482492,23.483326,23.428326,23.428326,23.427492,23.427492,2023-02-10 03:13:52,4.0,0,"(3.8, 5.7]"
1,02/10/2023,03:23:52,-18.918137,-48.230495,95.0,23.466194,23.244993,23.385826,23.369991,23.349159,23.302492,23.302492,23.304993,23.281658,2023-02-10 03:23:52,4.0,0,"(3.8, 5.7]"
1,02/10/2023,03:33:52,-18.917925,-48.230335,95.0,23.363127,23.21166,23.193798,23.175827,23.174994,23.177494,23.177494,23.177494,23.196661,2023-02-10 03:33:52,3.18567775,1,"(1.9, 3.8]"
1,02/10/2023,03:43:52,-18.918089,-48.230495,95.0,23.302008,23.109993,23.177494,23.169161,23.114994,23.114994,23.090826,23.05916,23.068327,2023-02-10 03:43:52,3.1131186249999985,1,"(1.9, 3.8]"
1,02/10/2023,03:53:52,-18.918079,-48.230495,95.0,23.23439,23.114994,23.106842,23.094994,23.114994,23.113327,23.10416,23.114994,23.114994,2023-02-10 03:53:52,3.109912374999997,1,"(1.9, 3.8]"
1,02/10/2023,04:03:52,-18.918066,-48.230511,95.0,23.241932,23.177494,23.108654,23.114994,23.124161,23.129993,23.165827,23.168327,23.177494,2023-02-10 04:03:52,3.145868,1,"(1.9, 3.8]"
1,02/10/2023,04:13:52,-18.918097,-48.230541,95.0,23.265665,23.152494,23.175682,23.18416,23.195827,23.182493,23.177494,23.175827,23.134161,2023-02-10 04:13:52,3.172267250000001,1,"(1.9, 3.8]"
1,02/10/2023,04:23:52,-18.918163,-48.230545,95.0,23.183296,22.989994,23.116806,23.118326,23.114994,23.10416,23.053328,23.039993,22.989994,2023-02-10 04:23:52,3.065949374999999,1,"(1.9, 3.8]"
1,02/10/2023,04:53:52,-18.918142,-48.230507,95.0,22.969244,22.802494,22.91119,22.868326,22.864994,22.902494,22.864994,22.798326,22.800827,2023-02-10 04:53:52,6.851705625000001,1,"(5.7, 7.6]"
1,02/10/2023,05:03:52,-18.918139,-48.230495,95.0,22.919714,22.863327,22.799776,22.839994,22.85166,22.863327,22.864994,22.864994,22.864994,2023-02-10 05:03:52,6.851633249999999,1,"(5.7, 7.6]"
1,02/10/2023,05:23:52,-18.918159,-48.230522,95.0,22.979809,22.88916,22.922964,22.927494,22.893328,22.904993,22.876659,22.873327,22.864994,2023-02-10 05:23:52,6.894114874999996,1,"(5.7, 7.6]"
1,02/10/2023,05:33:52,-18.918148,-48.230515,95.0,22.933867,22.739161,22.862276,22.848328,22.805826,22.777494,22.752493,22.739994,22.714994,2023-02-10 05:33:52,5.780070749999997,1,"(5.7, 7.6]"
1,02/10/2023,05:43:52,-18.918167,-48.230495,95.0,22.891441,22.774994,22.7255,22.739994,22.753326,22.759161,22.759993,22.747494,22.739994,2023-02-10 05:43:52,5.750056999999998,1,"(5.7, 7.6]"
1,02/10/2023,05:53:52,-18.918156,-48.230473,95.0,22.880842,22.802494,22.755392,22.757494,22.739994,22.750826,22.801661,22.804161,22.803328,2023-02-10 05:53:52,5.77691875,1,"(5.7, 7.6]"
1,02/10/2023,06:03:52,-18.918104,-48.230549,95.0,22.869194,22.846661,22.795248,22.798326,22.802494,22.804993,22.80666,22.856661,22.859993,2023-02-10 06:03:52,6.821379499999999,1,"(5.7, 7.6]"
1,02/10/2023,06:13:52,-18.918119,-48.230534,95.0,22.92778,22.864161,22.84869,22.859159,22.859159,22.864994,22.864994,22.864994,22.864994,2023-02-10 06:13:52,6.861393124999999,1,"(5.7, 7.6]"
1,02/10/2023,06:33:52,-18.918106,-48.230461,95.0,23.277765,23.167494,23.063364,23.048326,23.09166,21.106661,23.099993,23.114994,23.12916,2023-02-10 06:33:52,6.852706500000004,1,"(5.7, 7.6]"
1,02/10/2023,06:43:52,-18.918133,-48.230503,95.0,23.351055,23.412493,23.214632,23.251659,23.303326,23.335825,23.365826,23.354158,23.364159,2023-02-10 06:43:52,4.0,0,"(3.8, 5.7]"
1,02/10/2023,06:53:52,-18.918133,-48.230545,95.0,23.472712,23.552492,23.441078,23.472492,23.489992,23.483326,23.532492,23.556658,23.552492,2023-02-10 06:53:52,4.0,0,"(3.8, 5.7]"
1,02/10/2023,07:03:52,-18.91814,-48.230522,95.0,23.584274,23.724159,23.598688,23.614992,23.607492,23.613325,23.614992,23.664158,23.677492,2023-02-10 07:03:52,5.639412250000003,1,"(3.8, 5.7]"
1,02/10/2023,07:13:52,-18.91811,-48.230537,95.0,23.758047,23.999992,23.773506,23.793325,23.829159,23.883326,23.929993,23.979158,23.959158,2023-02-10 07:13:52,6.893452125000003,1,"(5.7, 7.6]"
1,02/10/2023,07:23:52,-18.918137,-48.230556,94.5,23.973162,24.165825,24.048868,24.060825,24.082491,24.106659,24.161659,24.204992,24.190825,2023-02-10 07:23:52,3.1277679999999997,1,"(1.9, 3.8]"
1,02/10/2023,07:33:52,-18.918112,-48.23056,92.898987,24.153547,24.165825,24.112274,24.116659,24.114992,24.114992,24.109991,24.114992,24.127491,2023-02-10 07:33:52,3.122152,1,"(1.9, 3.8]"
1,02/10/2023,07:43:52,-18.918159,-48.230461,92.13131,24.264095,24.139158,24.165716,24.183325,24.226658,24.239992,24.208324,24.143326,24.115826,2023-02-10 07:43:52,3.177790625,1,"(1.9, 3.8]"
1,02/10/2023,07:53:52,-18.918163,-48.230503,91.161613,24.324236,24.336658,24.150318,24.177492,24.178326,24.191658,24.261658,24.316658,24.338326,2023-02-10 07:53:52,4.0,0,"(3.8, 5.7]"
1,02/10/2023,08:03:52,-18.918182,-48.230534,89.843437,24.348484,24.434992,24.296152,24.307491,24.356659,24.359159,24.364992,24.439991,24.489992,2023-02-10 08:03:52,4.0,0,"(3.8, 5.7]"
1,02/10/2023,08:13:52,-18.91815,-48.23053,89.101013,24.473175,24.613325,24.365898,24.364992,24.380825,24.451658,24.453325,24.489992,24.519991,2023-02-10 08:13:52,4.0,0,"(3.8, 5.7]"
1,02/10/2023,08:23:52,-18.918156,-48.23053,86.742424,24.923668,25.095825,24.681116,24.749992,24.834991,24.879158,24.869991,24.954992,24.983326,2023-02-10 08:23:52,6.881173875000002,1,"(5.7, 7.6]"
1,02/10/2023,08:33:52,-18.918156,-48.230438,82.813133,25.616159,25.743324,25.184738,25.228325,25.273325,25.364159,25.467491,25.536659,25.634159,2023-02-10 08:33:52,4.0,0,"(3.8, 5.7]"
1,02/10/2023,08:53:52,-18.918144,-48.23045,77.919189,26.552454,26.303326,26.16934,26.202492,26.241659,26.249159,26.291658,26.238325,26.299158,2023-02-10 08:53:52,4.0,0,"(3.8, 5.7]"
1,02/10/2023,09:03:52,-18.918116,-48.230495,76.07576,26.910091,26.779158,26.381296,26.475824,26.536659,26.553326,26.604158,26.654158,26.718325,2023-02-10 09:03:52,4.0,0,"(3.8, 5.7]"
1,02/10/2023,09:13:52,-18.91814,-48.23053,73.858589,27.160069,26.851658,26.712818,26.691658,26.778326,26.803326,26.802492,26.807491,26.857492,2023-02-10 09:13:52,5.788157625,1,"(5.7, 7.6]"
1,02/10/2023,09:23:52,-18.918112,-48.230492,72.63636,27.393417,27.177492,26.806116,26.878325,26.969992,27.083324,27.101658,27.152493,27.137491,2023-02-10 09:23:52,3.038361375000001,1,"(1.9, 3.8]"
1,02/10/2023,09:33:52,-18.918123,-48.23053,71.707069,27.638857,27.439993,27.19742,27.216658,27.239992,27.189991,27.234159,27.329161,27.36916,2023-02-10 09:33:52,4.0,0,"(3.8, 5.7]"
1,02/10/2023,09:43:52,-18.918131,-48.230568,70.025253,28.203552,28.016661,27.521694,27.594994,27.640827,27.683327,27.741661,27.821661,27.914993,2023-02-10 09:43:52,5.7419772500000015,1,"(5.7, 7.6]"
1,02/10/2023,09:53:52,-18.918116,-48.230511,66.464645,28.839462,27.809994,27.963724,27.954161,27.945827,27.812494,27.777494,27.69166,27.748327,2023-02-10 09:53:52,6.837960124999999,1,"(5.7, 7.6]"
1,02/10/2023,10:03:52,-18.918102,-48.230541,64.919189,29.093914,28.314993,27.8976,27.982494,27.948326,27.939993,28.02416,28.13166,28.273327,2023-02-10 10:03:52,3.064069125000003,1,"(1.9, 3.8]"
1,02/10/2023,10:13:52,-18.918133,-48.230518,61.388889,29.810602,28.570827,28.333288,28.474993,28.493326,28.443327,28.564993,28.605827,28.609993,2023-02-10 10:13:52,4.0,0,"(3.8, 5.7]"
1,02/10/2023,10:23:52,-18.918106,-48.23048,57.368687,30.660093,29.799994,28.666622,28.863327,29.07416,29.308327,29.460827,29.618326,29.721661,2023-02-10 10:23:52,4.0,0,"(3.8, 5.7]"
1,02/10/2023,10:33:52,-18.918171,-48.23053,55.78788,31.411123,30.603327,29.801588,30.009993,30.097494,30.12916,30.13916,30.243326,30.375826,2023-02-10 10:33:52,3.174984249999998,1,"(1.9, 3.8]"
1,02/10/2023,10:43:52,-18.918116,-48.230522,53.386826,32.187889,31.079994,30.854124,31.02416,31.113327,31.064159,31.062767,31.109993,31.099993,2023-02-10 10:43:52,3.051064625000002,1,"(1.9, 3.8]"
1,02/10/2023,10:53:52,-18.918146,-48.230522,51.60606,32.320789,31.527494,31.067892,31.19416,31.296659,31.318327,31.408327,31.455828,31.552494,2023-02-10 10:53:52,4.0,0,"(3.8, 5.7]"
1,02/10/2023,11:03:52,-18.918137,-48.230522,50.151516,32.58276,30.954161,31.009922,30.908327,30.999994,31.167494,31.194994,31.157494,31.13666,2023-02-10 11:03:52,3.0661307499999992,1,"(1.9, 3.8]"
1,02/10/2023,11:23:52,-18.918159,-48.230541,48.28157,32.931438,30.706659,31.541624,31.617493,31.621523,31.546659,31.328327,31.140827,30.712494,2023-02-10 11:23:52,4.0,0,"(3.8, 5.7]"
1,02/10/2023,11:33:52,-18.918144,-48.23053,47.732048,32.489933,30.001659,30.73637,30.44416,30.28916,30.197083,30.230827,30.089994,29.973326,2023-02-10 11:33:52,4.0,0,"(3.8, 5.7]"
1,02/10/2023,11:43:52,-18.918192,-48.230503,48.464645,32.195873,30.385826,29.948328,30.12166,30.29916,30.413326,30.39666,30.260826,30.251659,2023-02-10 11:43:52,4.0,0,"(3.8, 5.7]"
1,02/10/2023,11:53:52,-18.918173,-48.230515,49.156567,31.980305,31.11166,30.547058,30.735826,30.802494,30.694994,30.749161,30.844994,31.020826,2023-02-10 11:53:52,6.8133766249999965,1,"(5.7, 7.6]"
